Original,Furigana,Indonesia,JLPT Level
配慮,はいりょ,"pertimbangan, perhatian, pemikiran ke depan",N1
配列,はいれつ,"pengaturan, larik (pemrograman)",N1
破壊,はかい,penghancuran,N1
いたわる,いたわる,"bersimpati, menghibur, merawat",N1
一概に,いちがいに,"tanpa syarat, tentu",N1
著しい,いちじるしい,"luar biasa, cukup besar",N1
一同,いちどう,"semua yang hadir, semua yang bersangkutan, kita semua",N1
一部分,いちぶぶん,"sebagian, sebagian",N1
一別,いちべつ,perpisahan,N1
一面,いちめん,"satu sisi, sisi lain",N1
一目,いちもく,"sekilas, pandangan, sekilas",N1
一様,いちよう,"seragam, serupa, sama",N1
一律,いちりつ,"rata, seragam, sama",N1
一連,いちれん,"serangkaian, rantai, satu rim (kertas)",N1
一括,いっかつ,"sekaligus, kumpulan",N1
一気,いっき,"sekali dorong, sekali teguk",N1
一挙に,いっきょに,"sekaligus, dengan sekali serang",N1
一見,いっけん,"sekilas, pandangan, sekilas; pertemuan pertama",N1
一切,いっさい,"tanpa kecuali, seluruhnya",N1
一心,いっしん,"satu pikiran, dengan perhatian penuh",N1
いっそ,いっそ,"lebih baik, lebih cepat, lebih baik",N1
一変,いっぺん,perubahan total,N1
意図,いと,"niat, tujuan, desain",N1
営む,いとなむ,"melanjutkan (misalnya dalam upacara), menjalankan bisnis",N1
挑む,いどむ,menantang,N1
稲光,いなびかり,kilat (petir),N1
祈り,いのり,"doa, permohonan",N1
いびき,いびき,mendengkur,N1
今更,いまさら,"sekarang, lagi",N1
未だ,いまだ,"belum, masih",N1
移民,いみん,"emigran, imigran",N1
嫌々,いやいや,"dengan enggan, sama sekali tidak, tidak mau",N1
卑しい,いやしい,"serakah, vulgar, lusuh",N1
いやに,いやに,"sangat, mengerikan",N1
いやらしい,いやらしい,"tidak menyenangkan, menjijikkan, tidak senonoh",N1
意欲,いよく,"kemauan, keinginan, ambisi",N1
威力,いりょく,"kekuatan, kekuasaan, otoritas",N1
衣類,いるい,"pakaian, pakaian",N1
異論,いろん,"pendapat berbeda, keberatan",N1
印鑑,いんかん,"stempel, segel",N1
陰気,いんき,"kemurungan, melankolis",N1
隠居,いんきょ,pensiun; pensiunan,N1
インターチェンジ,インターチェンジ,persimpangan,N1
インターナショナル,インターナショナル,internasional,N1
インターフォン,インターフォン,"telepon masuk, interkom",N1
インテリ,インテリ,"(singkatan) cendekiawan, kaum intelektual",N1
インフォメーション,インフォメーション,informasi,N1
インフレ,インフレ,(singkatan) inflasi,N1
受かる,うかる,lulus (ujian),N1
受け入れ,うけいれ,"penerimaan, akseptasi",N1
受け入れる,うけいれる,"menerima",N1
受け継ぐ,うけつぐ,"mewarisi, menggantikan",N1
受け付ける,うけつける,"diterima, menerima (aplikasi)",N1
受け止める,うけとめる,"menangkap, bereaksi terhadap, mengambil",N1
受身,うけみ,"pasif, suara pasif",N1
受持ち,うけもち,"tanggung jawab (atas sesuatu), masalah dalam tanggung jawab seseorang",N1
動き,うごき,"gerakan, aktivitas, tren",N1
埋める,うずめる,"mengubur, mengisi",N1
嘘つき,うそつき,pembohong,N1
うたた寝,うたたね,"tertidur, tidur siang",N1
打ち明ける,うちあける,"mengaku, terbuka",N1
打ち切る,うちきる,"berhenti, membatalkan, menghentikan, menutup",N1
打ち消し,うちけし,"(gram) negasi, penyangkalan, negatif",N1
打ち込む,うちこむ,"mengabdikan diri, menembak ke dalam",N1
団扇,うちわ,kipas,N1
内訳,うちわけ,"item, rincian, klasifikasi",N1
写し,うつし,"salinan, duplikat",N1
訴え,うったえ,"gugatan, keluhan",N1
うっとうしい,うっとうしい,"melelahkan, mengganggu",N1
うつむく,うつむく,"melihat ke bawah, membungkuk",N1
空ろ,うつろ,"kosong, hampa",N1
器,うつわ,"mangkuk, bejana, wadah",N1
腕前,うでまえ,"kemampuan, keterampilan, fasilitas",N1
雨天,うてん,cuaca hujan,N1
促す,うながす,"mendesak, menyarankan, menuntut",N1
うぬぼれ,うぬぼれ,"kepura-puraan, kesombongan, keangkuhan",N1
生まれつき,うまれつき,"dari lahir, sejak lahir, asli",N1
埋め込む,うめこむ,"menanamkan, mengimplan",N1
梅干し,うめぼし,prem kering,N1
裏返し,うらがえし,"terbalik, kebalikan",N1
売り出し,うりだし,penjualan (obral),N1
売り出す,うりだす,"menjual, memasarkan",N1
潤う,うるおう,menjadi lembab; mendapat untung dari,N1
浮気,うわき,"selingkuh, berselingkuh",N1
上回る,うわまわる,melebihi,N1
植わる,うわる,ditanam,N1
運営,うんえい,"manajemen, administrasi, operasi",N1
うんざり,うんざり,"membosankan, membosankan, muak dengan",N1
運送,うんそう,"pengiriman, pengangkutan",N1
運賃,うんちん,"tarif angkutan, biaya pengiriman, ongkos (penumpang)",N1
云々,うんぬん,"dan seterusnya, dan lain sebagainya",N1
運搬,うんぱん,"transportasi, pengangkutan",N1
運命,うんめい,takdir,N1
運輸,うんゆ,transportasi,N1
運用,うんよう,"memanfaatkan, aplikasi, penggunaan praktis",N1
エアメール,エアメール,surat udara,N1
～営,～えい,~ lari,N1
英字,えいじ,huruf Inggris (karakter),N1
映写,えいしゃ,proyeksi,N1
映像,えいぞう,"refleksi, gambar",N1
英雄,えいゆう,"pahlawan, orang besar",N1
液,えき,"cairan, fluida",N1
閲覧,えつらん,"inspeksi, referensi, jelajah",N1
獲物,えもの,"mangsa, rampasan, piala",N1
襟,えり,"leher, kerah",N1
エレガント,エレガント,elegan,N1
円滑,えんかつ,"harmoni, kehalusan",N1
縁側,えんがわ,"beranda, teras, balkon, koridor terbuka",N1
沿岸,えんがん,"pantai, pesisir",N1
婉曲,えんきょく,"eufemistis, tidak langsung, menyindir",N1
演出,えんしゅつ,"produksi (misalnya drama, arahan)",N1
エンジニア,エンジニア,insinyur,N1
演じる,えんじる,"memerankan, memainkan (peran), berakting",N1
演ずる,えんずる,"memerankan, memainkan (peran), berakting",N1
沿線,えんせん,sepanjang jalur kereta api,N1
縁談,えんだん,lamaran pernikahan,N1
遠方,えんぽう,"jalan jauh, tempat jauh",N1
円満,えんまん,"harmoni, damai, kehalusan",N1
追い込む,おいこむ,"menggiring, menyudutkan, mengemudi",N1
追い出す,おいだす,"mengusir, mengusir",N1
於いて,おいて,"di, dalam, pada",N1
老いる,おいる,"menua, menjadi tua",N1
応急,おうきゅう,darurat,N1
黄金,おうごん,emas,N1
往診,おうしん,"kunjungan dokter, panggilan rumah",N1
応募,おうぼ,"langganan, aplikasi",N1
おおい (かん),おおい (かん),hei,N1
大方,おおかた,"hampir semua, mayoritas",N1
大柄,おおがら,"berbadan besar, bermotif besar",N1
おおげさ,おおげさ,"muluk, berlebihan",N1
大筋,おおすじ,"garis besar, ringkasan",N1
大空,おおぞら,"surga, langit",N1
オートマチック,オートマチック,otomatis,N1
大幅,おおはば,"lebar penuh, skala besar, drastis",N1
おおまかな,おおまかな,"kasar, perkiraan",N1
大水,おおみず,banjir,N1
公,おおやけ,publik,N1
犯す,おかす,"melakukan, melanggar",N1
侵す,おかす,"menyerang, menyerbu, melanggar",N1
臆病,おくびょう,"pengecut, penakut",N1
遅らす,おくらす,"memperlambat, menunda",N1
厳か,おごそか,"megah, bermartabat",N1
行い,おこない,"perilaku, tingkah laku, tindakan",N1
おごる (ゆうしょくを～),おごる (ゆうしょくを～),memberi (seseorang) traktiran,N1
収まる,おさまる,menetap; diperoleh,N1
納まる,おさまる,menetap; diperoleh,N1
治まる,おさまる,"menjadi damai, tenang",N1
お産,おさん,(melahirkan),N1
押し切る,おしきる,memaksakan kehendak,N1
押し込む,おしこむ,"mendorong masuk, berdesakan masuk",N1
惜しむ,おしむ,"berhemat, menghargai, menyesal",N1
押し寄せる,おしよせる,"mengesampingkan, maju ke",N1
雄,おす,jantan (hewan),N1
御世辞,おせじ,"rayuan, pujian",N1
襲う,おそう,menyerang,N1
遅くとも,おそくとも,paling lambat,N1
恐れ,おそれ,"ketakutan, kengerian",N1
恐れ入る,おそれいる,"dipenuhi rasa kagum, merasa kecil",N1
おだてる,おだてる,merayu,N1
落ち込む,おちこむ,menjadi depresi,N1
落ち着き,おちつき,"ketenangan, ketabahan",N1
落葉,おちば,daun-daun gugur,N1
乙,おつ,peringkat 2,N1
お使い,おつかい,suruhan,N1
おっかない,おっかない,"menakutkan, seram",N1
お手上げ,おてあげ,"menyerah, putus asa",N1
おどおど,おどおど,"dengan takut-takut, dengan ragu-ragu",N1
脅す,おどす,"mengancam, mengancam",N1
訪れる,おとずれる,mengunjungi,N1
お供,おとも,"pengiring, teman",N1
衰える,おとろえる,"menjadi lemah, menurun",N1
同い年,おないどし,seusia,N1
自ずから,おのずから,"secara alami, dengan sendirinya",N1
怯える,おびえる,menjadi takut,N1
おびただしい,おびただしい,"berlimpah, tak terhitung",N1
脅かす,おびやかす,"mengancam, memaksa",N1
帯びる,おびる,"menanggung, membawa, dipercayakan",N1
お袋,おふくろ,ibu,N1
覚え,おぼえ,"ingatan, indra, pengalaman",N1
おまけ,おまけ,diskon; sesuatu yang tambahan,N1
お宮,おみや,kuil Shinto,N1
おむつ,おむつ,"popok",N1
思い付き,おもいつき,"rencana, ide, saran",N1
趣,おもむき,"rasa, penampilan, kuno",N1
赴く,おもむく,"pergi, melanjutkan",N1
重んじる,おもんじる,"menghormati, menghargai, menghormati, menghargai",N1
重んずる,おもんずる,"menghormati, menghargai, menghargai",N1
親父,おやじ,"ayah seseorang, orang tua, bos seseorang",N1
及び,および,"dan, serta",N1
及ぶ,およぶ,"mencapai, meluas",N1
折,おり,"kesempatan, kesempatan",N1
檻,おり,"kandang, pena, sel penjara",N1
オリエンテーション,オリエンテーション,orientasi,N1
折り返す,おりかえす,"melipat, melipat kembali",N1
織物,おりもの,"tekstil, kain",N1
俺,おれ,aku (ego) (kata ganti orang pertama yang sombong),N1
愚か,おろか,"bodoh, dungu",N1
おろそか,おろそか,"kelalaian, kelalaian, kecerobohan",N1
おんぶ,おんぶ,menggendong (misalnya bayi),N1
オンライン,オンライン,on-line,N1
温和,おんわ,"lembut, ringan, sedang",N1
我,が～,ego,N1
カーペット,カーペット,karpet,N1
～界,～かい,"dunia, lingkaran, kerajaan",N1
～街,～がい,kota,N1
改悪,かいあく,"kemunduran, perubahan menjadi lebih buruk",N1
海運,かいうん,transportasi laut,N1
外貨,がいか,uang asing,N1
改革,かいかく,"reformasi, reformasi, inovasi",N1
貝殻,かいがら,cangkang,N1
外観,がいかん,"penampilan, eksterior, fasad",N1
階級,かいきゅう,"kelas, pangkat, tingkatan",N1
海峡,かいきょう,selat,N1
会見,かいけん,"wawancara, konferensi",N1
介護,かいご,perawatan,N1
開催,かいさい,"mengadakan pertemuan, membuka pameran",N1
回収,かいしゅう,"pengumpulan, pemulihan",N1
改修,かいしゅう,"perbaikan, penyempurnaan",N1
怪獣,かいじゅう,monster,N1
解除,かいじょ,"pembatalan, pelepasan, batalkan",N1
外相,がいしょう,Menteri Luar Negeri,N1
害する,がいする,"merugikan, menyinggung",N1
概説,がいせつ,"pernyataan umum, garis besar",N1
回送,かいそう,penerusan,N1
階層,かいそう,"kelas, tingkat, strata, hierarki",N1
開拓,かいたく,"budidaya, perintis",N1
会談,かいだん,"percakapan, wawancara",N1
改定,かいてい,reformasi,N1
改訂,かいてい,revisi,N1
ガイド,ガイド,pemandu,N1
街道,かいどう,jalan raya,N1
該当,がいとう,"sesuai, menjawab, termasuk",N1
街頭,がいとう,di jalan,N1
ガイドブック,ガイドブック,buku panduan,N1
介入,かいにゅう,intervensi,N1
概念,がいねん,"ide umum, konsep, gagasan",N1
開発,かいはつ,"pengembangan, eksploitasi",N1
海抜,かいばつ,ketinggian di atas permukaan laut,N1
介抱,かいほう,"merawat, menjaga",N1
解剖,かいぼう,"pembedahan, otopsi",N1
外来,がいらい,"(singkatan) impor, klinik rawat jalan",N1
回覧,かいらん,sirkulasi,N1
概略,がいりゃく,"garis besar, ringkasan, intisari",N1
海流,かいりゅう,arus laut,N1
改良,かいりょう,"perbaikan, reformasi",N1
回路,かいろ,sirkuit (listrik),N1
海路,かいろ,rute laut,N1
省みる,かえりみる,merenungkan,N1
顧みる,かえりみる,"melihat ke belakang, berbalik, meninjau",N1
顔付き,かおつき,ekspresi wajah,N1
課外,かがい,ekstrakurikuler,N1
掲げる,かかげる,"mengibarkan, mengibarkan (layar), mengapungkan (bendera)",N1
かかと,かかと,tumit sepatu,N1
書き取る,かきとる,"menulis, mendikte",N1
掻き回す,かきまわす,"mengaduk, mengocok, mengganggu",N1
かく (はじを),かく (はじを),mempermalukan diri sendiri,N1
～画,～かく,~ goresan,N1
学芸,がくげい,"seni dan sains, seni liberal",N1
格差,かくさ,"perbedaan, kesenjangan",N1
拡散,かくさん,"penyebaran, difusi",N1
学士,がくし,lulusan universitas,N1
各種,かくしゅ,"setiap jenis, segala macam",N1
隔週,かくしゅう,setiap dua minggu,N1
確信,かくしん,"keyakinan, kepercayaan",N1
革新,かくしん,"reformasi, inovasi",N1
学説,がくせつ,teori,N1
確定,かくてい,"tetap, keputusan",N1
カクテル,カクテル,koktail,N1
獲得,かくとく,"akuisisi, kepemilikan",N1
楽譜,がくふ,"skor (musik, lembaran musik)",N1
確保,かくほ,"jaminan, memastikan, mengamankan",N1
革命,かくめい,revolusi,N1
確立,かくりつ,pembentukan,N1
賭,かけ,"taruhan, perjudian, pertaruhan",N1
掛～,かけ～,kredit,N1
～掛け,～かけ,"rak, gantungan",N1
崖,がけ,tebing,N1
駆け足,かけあし,"berlari cepat, waktu ganda",N1
家計,かけい,"ekonomi rumah tangga, keuangan keluarga",N1
駆けっこ,かけっこ,perlombaan (lari),N1
加工,かこう,"manufaktur, pemrosesan, pengolahan",N1
化合,かごう,kombinasi kimia,N1
かさばる,かさばる,menjadi besar,N1
かさむ,かさむ,"menumpuk, meningkat",N1
箇条書,かじょうがき,"bentuk terperinci, perincian",N1
頭,かしら,"kepala, pemimpin",N1
微か,かすか,"samar-samar, redup, lemah",N1
霞む,かすむ,"menjadi kabur, berkabut",N1
擦る,かする,"menggosok, menggesek",N1
火星,かせい,Mars,N1
化石,かせき,"fosil, petrifikasi, fosilisasi",N1
河川,かせん,sungai,N1
化繊,かせん,serat sintetis,N1
過疎,かそ,depopulasi,N1
片～,かた～,satu ~,N1
片言,かたこと,"terbata-bata (dalam referensi gaya bicara, misalnya bahasa Jepang)",N1
傾ける,かたむける,"memiringkan, mencondongkan, menekuk",N1
固める,かためる,"mengeras, membeku, memperkuat",N1
傍ら,かたわら,"di samping, sementara, di dekat",N1
花壇,かだん,petak bunga,N1
家畜,かちく,"hewan domestik, ternak, sapi",N1
且つ,かつ,"namun, dan",N1
がっくり,がっくり,patah hati,N1
合唱,がっしょう,"paduan suara, bernyanyi dalam paduan suara",N1
がっしり,がっしり,"kokoh, padat, tangguh",N1
合致,がっち,"kesepakatan, persetujuan, sesuai dengan",N1
がっちり,がっちり,"dibangun dengan kokoh, erat",N1
かつて,かつて,"pernah, sebelumnya, dahulu",N1
勝手,かって,"dapur; cara seseorang, keegoisan",N1
カット,カット,"potong, memotong",N1
活発,かっぱつ,"semangat, aktif",N1
合併,がっぺい,"kombinasi, penggabungan, merger",N1
カテゴリー,カテゴリー,kategori,N1
叶う,かなう,menjadi kenyataan,N1
叶える,かなえる,"mengabulkan (permintaan, keinginan)",N1
金槌,かなづち,palu (besi),N1
かなわない,かなわない,"di luar kemampuan seseorang, tidak dapat",N1
加入,かにゅう,"menjadi anggota, penerimaan",N1
予て,かねて,"sebelumnya, sudah, akhir-akhir ini",N1
庇う,かばう,"melindungi seseorang, menutupi seseorang",N1
株式,かぶしき,saham,N1
かぶれる,かぶれる,bereaksi terhadap; dipengaruhi oleh,N1
花粉,かふん,serbuk sari,N1
貨幣,かへい,"uang, mata uang, koin",N1
構える,かまえる,mendirikan,N1
過密,かみつ,ramai,N1
噛み切る,かみきる,"menggigit, menggerogoti",N1
カムバック,カムバック,kembali,N1
カメラマン,カメラマン,juru kamera,N1
粥,かゆ,bubur nasi,N1
体付き,からだつき,"bentuk tubuh, figur",N1
絡む,からむ,"melibatkan, menjerat",N1
かりに,かりに,"sementara; jika, demi argumen",N1
カルテ,カルテ,catatan klinis (JER: Karte),N1
ガレージ,ガレージ,garasi (di rumah),N1
過労,かろう,"kerja paksa, ketegangan",N1
かろうじて,かろうじて,"hampir, nyaris",N1
交す,かわす,bertukar,N1
代る代る,かわるがわる,bergantian,N1
簡易,かんい,"kesederhanaan, kemudahan, kuasi-",N1
灌漑,かんがい,irigasi,N1
眼科,がんか,oftalmologi,N1
眼球,がんきゅう,bola mata,N1
玩具,がんぐ,mainan,N1
簡潔,かんけつ,"singkat, padat, sederhana",N1
還元,かんげん,"resolusi, reduksi, pengembalian",N1
看護,かんご,perawatan,N1
漢語,かんご,"kata Cina, kata Sino-Jepang",N1
頑固,がんこ,"keras kepala, bandel",N1
勧告,かんこく,"nasihat, anjuran",N1
換算,かんさん,"konversi, perubahan, pertukaran",N1
監視,かんし,"pengamatan, penjagaan, pengawasan",N1
慣習,かんしゅう,adat (sejarah) yang biasa,N1
観衆,かんしゅう,"penonton, hadirin",N1
願書,がんしょ,formulir aplikasi,N1
干渉,かんしょう,"campur tangan, intervensi",N1
頑丈,がんじょう,"kokoh, kuat, kuat",N1
感触,かんしょく,"indra peraba, perasaan, sensasi",N1
肝心,かんじん,"penting, mendasar, krusial",N1
肝腎,かんじん,"penting, mendasar, krusial",N1
関税,かんぜい,"bea cukai, bea, tarif",N1
